v5.5_gene	v5.3.1	v5.5	v6
Cre16.g651050	Cre16.g651050.t1.2	Cre16.g651050.t1.2	ChCC-v11032694m.g
Cre16.g651100	Cre16.g651100.t1.3	Cre16.g651100.t1.1	ChCC-v11032695m.g
Cre16.g651150	Cre16.g651150.t1.3	Cre16.g651150.t3.1	ChCC-v11032696m.g
Cre16.g651200	Cre16.g651200.t1.2	Cre16.g651200.t1.2	ChCC-v11032701m.g
Cre16.g651250	Cre16.g651250.t1.2	Cre16.g651250.t1.2	ChCC-v11032703m.g
Cre16.g651300	Cre16.g651300.t1.2	Cre16.g651300.t1.2	ChCC-v11032706m.g
Cre16.g651350	Cre16.g651350.t1.3	Cre16.g651350.t1.1	ChCC-v11032708m.g
Cre16.g651400	Cre16.g651400.t1.2	Cre16.g651400.t2.1	ChCC-v11032710m.g
Cre16.g651450	Cre16.g651450.t1.3	Cre16.g651450.t1.1	ChCC-v11032717m.g
Cre16.g651500	Cre16.g651500.t1.2	Cre16.g651500.t1.2	ChCC-v11032720m.g
Cre16.g651550	Cre16.g651550.t1.2	Cre16.g651550.t1.2	ChCC-v11032721m.g
Cre16.g651600	Cre16.g651600.t1.3	Cre16.g651600.t1.1	ChCC-v11032724m.g
Cre16.g651650	Cre16.g651650.t1.3	Cre16.g651650.t1.1	ChCC-v11032725m.g
Cre16.g651700	Cre16.g651700.t1.3	Cre16.g651700.t1.1	ChCC-v11032728m.g
Cre16.g651750	Cre16.g651750.t1.2	Cre16.g651750.t1.2	ChCC-v11032729m.g
Cre16.g651850	Cre16.g651850.t1.3	Cre16.g651850.t1.1	ChCC-v11032733m.g
Cre16.g651900	Cre16.g651900.t1.3	Cre16.g651900.t1.1	ChCC-v11032736m.g
Cre16.g651923	Cre16.g651923.t1.2	Cre16.g651923.t1.2	ChCC-v11032739m.g
Cre16.g652000	Cre16.g652000.t1.3	Cre16.g652000.t1.1	
Cre16.g652050	Cre16.g652050.t1.2	Cre16.g652050.t1.2	ChCC-v11032745m.g
Cre16.g652100	Cre16.g652100.t1.2	Cre16.g652100.t1.2	ChCC-v11032746m.g
Cre16.g652150	Cre16.g652150.t1.2	Cre16.g652150.t1.2	ChCC-v11032747m.g
Cre16.g652200	Cre16.g652200.t1.2	Cre16.g652200.t1.2	ChCC-v11032748m.g
Cre16.g652250	Cre16.g652250.t1.2	Cre16.g652250.t1.2	ChCC-v11032750m.g
Cre16.g652300	Cre16.g652300.t1.3	Cre16.g652300.t1.1	ChCC-v11032751m.g
Cre16.g652350	Cre16.g652350.t1.2	Cre16.g652350.t1.2	ChCC-v11032752m.g
Cre16.g652400	Cre16.g652400.t1.2	Cre16.g652400.t1.2	ChCC-v11032753m.g
Cre16.g652450	Cre16.g652450.t1.3	Cre16.g652450.t1.1	ChCC-v11032755m.g
Cre16.g652483	Cre16.g652500.t1.3	Cre16.g652483.t1.1	ChCC-v11032756m.g
Cre16.g652550	Cre16.g652550.t1.2	Cre16.g652550.t1.2	ChCC-v11032758m.g
Cre16.g652600	Cre16.g652600.t1.3	Cre16.g652600.t1.1	ChCC-v11032760m.g
Cre16.g652650	Cre16.g652650.t1.3	Cre16.g652650.t1.1	ChCC-v11032761m.g
Cre16.g652700	Cre16.g652700.t1.3	Cre16.g652700.t1.1	ChCC-v11032763m.g
Cre16.g652750	Cre16.g652750.t1.2	Cre16.g652750.t1.2	ChCC-v11032765m.g
Cre16.g652800	Cre16.g652800.t1.2	Cre16.g652800.t1.2	ChCC-v11032766m.g
Cre16.g652850	Cre16.g652850.t1.2	Cre16.g652850.t1.2	ChCC-v11032767m.g
Cre16.g652950	Cre16.g652950.t1.2	Cre16.g652950.t1.2	ChCC-v11032770m.g
Cre16.g653000	Cre16.g653000.t1.3	Cre16.g653000.t1.1	ChCC-v11032771m.g
Cre16.g653050	Cre16.g653050.t1.3	Cre16.g653050.t1.1	ChCC-v11032772m.g
Cre16.g653100	Cre16.g653100.t1.3	Cre16.g653100.t1.1	ChCC-v11032774m.g
Cre16.g653150	Cre16.g653150.t1.2	Cre16.g653150.t1.2	ChCC-v11032776m.g
Cre16.g653200	Cre16.g653200.t1.3	Cre16.g653200.t1.1	ChCC-v11032777m.g
Cre16.g653250	Cre16.g653250.t1.3	Cre16.g653250.t1.1	ChCC-v11032778m.g
Cre16.g653300	Cre16.g653300.t1.2	Cre16.g653300.t1.2	ChCC-v11032781m.g
Cre16.g653338	Cre16.g653338.t1.1	Cre16.g653338.t1.1	ChCC-v11032782m.g
Cre16.g653350	Cre16.g653350.t1.2	Cre16.g653350.t1.2	ChCC-v11032783m.g
Cre16.g653400	Cre16.g653400.t1.3	Cre16.g653400.t1.1	ex.Cre16.g653400.t1.1.g
Cre16.g653450	Cre16.g653450.t1.2	Cre16.g653450.t1.2	ChCC-v11032791m.g
Cre16.g653500	Cre16.g653500.t1.3	Cre16.g653500.t1.1	ChCC-v11032792m.g
Cre16.g653550	Cre16.g653550.t1.2	Cre16.g653550.t1.2	ChCC-v11032793m.g
Cre16.g653650	Cre16.g653650.t1.1	Cre16.g653650.t1.1	ChCC-v11032795m.g
Cre16.g653700	Cre16.g653700.t1.3	Cre16.g653700.t1.1	ChCC-v11032801m.g
Cre16.g653800	Cre16.g653800.t1.2	Cre16.g653800.t1.1	ChCC-v11032808m.g
Cre16.g653850	Cre16.g653850.t1.1	Cre16.g653850.t1.1	ChCC-v11032810m.g
Cre16.g653900	Cre16.g653900.t1.2	Cre16.g653900.t1.1	ChCC-v11032812m.g
Cre16.g654000	Cre16.g654000.t1.2	Cre16.g654000.t1.2	
Cre16.g654050	Cre16.g654050.t1.1	Cre16.g654050.t1.1	
Cre16.g654100	Cre16.g654100.t1.3	Cre16.g654100.t1.1	
Cre16.g654150	Cre16.g654150.t1.1	Cre16.g654150.t1.1	ChCC-v11032819m.g
Cre16.g654250	Cre16.g654250.t1.2	Cre16.g654250.t2.1	ChCC-v11032821m.g
Cre16.g654300	Cre16.g654300.t1.2	Cre16.g654300.t1.2	ChCC-v11032825m.g
Cre16.g654350	Cre16.g654350.t1.1	Cre16.g654350.t1.1	ChCC-v11032830m.g
Cre16.g654400	Cre16.g654400.t1.2	Cre16.g654400.t1.1	ChCC-v11032831m.g
Cre16.g654450	Cre16.g654450.t1.2	Cre16.g654450.t1.2	ChCC-v11032833m.g
Cre16.g654500	Cre16.g654500.t1.1	Cre16.g654500.t1.1	ChCC-v11032835m.g
Cre16.g654550	Cre16.g654550.t1.2	Cre16.g654550.t1.2	ChCC-v11032837m.g
Cre16.g654700	Cre16.g654700.t1.3	Cre16.g654700.t1.1	ChCC-v11032843m.g
Cre16.g654750	Cre16.g654750.t1.2	Cre16.g654750.t1.2	ChCC-v11032845m.g
Cre16.g654800	Cre16.g654800.t1.3	Cre16.g654800.t1.1	ChCC-v11032846m.g
Cre16.g654850	Cre16.g654850.t1.3	Cre16.g654850.t1.1	ChCC-v11032850m.g
Cre16.g654900	Cre16.g654900.t1.3	Cre16.g654900.t1.1	ChCC-v11032852m.g
Cre16.g654950	Cre16.g654950.t1.3	Cre16.g654950.t1.1	ChCC-v11032855m.g
Cre16.g654992	Cre16.g654992.t1.3	Cre16.g654992.t1.1	ChCC-v11032856m.g
Cre16.g655050	Cre16.g655050.t1.2	Cre16.g655050.t1.2	ChCC-v11032862m.g
Cre16.g655100	Cre16.g655100.t1.3	Cre16.g655100.t1.1	ChCC-v11032864m.g
Cre16.g655150	Cre16.g655150.t1.2	Cre16.g655150.t1.2	ChCC-v11032865m.g
Cre16.g655200	Cre16.g655200.t1.2	Cre16.g655200.t2.1	ChCC-v11032868m.g
Cre16.g655250	Cre16.g655250.t1.2	Cre16.g655250.t1.2	ChCC-v11032872m.g
Cre16.g655400	Cre16.g655400.t1.3	Cre16.g655400.t1.1	ChCC-v11032882m.g
Cre16.g655450	Cre16.g655450.t1.3	Cre16.g655450.t1.1	ChCC-v11032885m.g
Cre16.g655500	Cre16.g655500.t1.3	Cre16.g655500.t1.1	ChCC-v11032892m.g
Cre16.g655515	Cre16.g655515.t1.2	Cre16.g655515.t1.2	ChCC-v11032894m.g
Cre16.g655600	Cre16.g655600.t1.2	Cre16.g655600.t1.2	ChCC-v11032896m.g
Cre16.g655650	Cre16.g655650.t1.3	Cre16.g655650.t1.1	ChCC-v11032897m.g
Cre16.g655700	Cre16.g655700.t1.3	Cre16.g655700.t1.1	ChCC-v11032900m.g
Cre16.g655750	Cre16.g655750.t1.2	Cre16.g655750.t1.2	ChCC-v11032908m.g
Cre16.g655800	Cre16.g655800.t1.3	Cre16.g655800.t1.1	ChCC-v11032910m.g
Cre16.g655850	Cre16.g655850.t1.3	Cre16.g655850.t1.1	ChCC-v11032913m.g
Cre16.g655900	Cre16.g655900.t1.2	Cre16.g655900.t1.2	ChCC-v11032914m.g
Cre16.g656000	Cre16.g656000.t1.2	Cre16.g656000.t1.2	ChCC-v11032927m.g
Cre16.g656050	Cre16.g656050.t1.2	Cre16.g656050.t1.2	ChCC-v11032928m.g
Cre16.g656100	Cre16.g656100.t1.3	Cre16.g656100.t1.1	ChCC-v11032931m.g
Cre16.g656150	Cre16.g656150.t1.2	Cre16.g656150.t1.2	ChCC-v11032932m.g
Cre16.g656200	Cre16.g656200.t1.2	Cre16.g656200.t1.2	ChCC-v11032935m.g
Cre16.g656250	Cre16.g656250.t1.1	Cre16.g656250.t1.1	ChCC-v11032939m.g
Cre16.g656300	Cre16.g656300.t1.3	Cre16.g656300.t1.1	ChCC-v11032940m.g
Cre16.g656350	Cre16.g656350.t1.3	Cre16.g656350.t1.1	ChCC-v11032944m.g
Cre16.g656400	Cre16.g656400.t1.2	Cre16.g656400.t1.2	ChCC-v11032946m.g
Cre16.g656433	Cre16.g656450.t1.2	Cre16.g656433.t1.1	
Cre16.g656500	Cre16.g656500.t1.3	Cre16.g656500.t2.1	ChCC-v11032949m.g
Cre16.g656551	Cre16.g656550.t1.2	Cre16.g656551.t1.1	ChCC-v11032951m.g
Cre16.g656600	Cre16.g656600.t1.2	Cre16.g656600.t1.2	ChCC-v11032952m.g
Cre16.g656650	Cre16.g656650.t1.3	Cre16.g656650.t1.1	ChCC-v11032958m.g
Cre16.g656700	Cre16.g656700.t1.2	Cre16.g656700.t1.2	ChCC-v11032959m.g
Cre16.g656750	Cre16.g656750.t1.3	Cre16.g656750.t1.1	ChCC-v11032970m.g
Cre16.g656800	Cre16.g656800.t1.2	Cre16.g656800.t1.2	ChCC-v11032976m.g
Cre16.g656851	Cre16.g656850.t1.3	Cre16.g656851.t1.1	ChCC-v11032979m.g
Cre16.g656900	Cre16.g656900.t1.2	Cre16.g656900.t1.2	ChCC-v11032983m.g
Cre16.g656950	Cre16.g656950.t1.3	Cre16.g656950.t1.1	ChCC-v11032985m.g
Cre16.g657000	Cre16.g657000.t1.2	Cre16.g657000.t1.2	ChCC-v11032994m.g
Cre16.g657050	Cre16.g657050.t1.2	Cre16.g657050.t1.2	ChCC-v11032995m.g
Cre16.g657100	Cre16.g657100.t1.3	Cre16.g657100.t1.1	ChCC-v11032996m.g
Cre16.g657150	Cre16.g657150.t1.3	Cre16.g657150.t1.1	ChCC-v11033000m.g
Cre16.g657200	Cre16.g657200.t1.1	Cre16.g657200.t1.1	ChCC-v11033001m.g
Cre16.g657250	Cre16.g657250.t1.2	Cre16.g657250.t1.2	ChCC-v11033002m.g
Cre16.g657300	Cre16.g657300.t1.2	Cre16.g657300.t1.2	ChCC-v11033003m.g
Cre16.g657350	Cre16.g657350.t1.2	Cre16.g657350.t1.2	ChCC-v11033005m.g
Cre16.g657400	Cre16.g657400.t1.3	Cre16.g657400.t1.1	ChCC-v11033006m.g
Cre16.g657450	Cre16.g657450.t1.3	Cre16.g657450.t1.1	ChCC-v11033008m.g
Cre16.g657500	Cre16.g657500.t1.2	Cre16.g657500.t1.2	ChCC-v11033009m.g
Cre16.g657550	Cre16.g657550.t1.2	Cre16.g657550.t1.1	ChCC-v11033010m.g
Cre16.g657600	Cre16.g657600.t1.3	Cre16.g657600.t2.1	ChCC-v11033013m.g
Cre16.g657650	Cre16.g657650.t1.2	Cre16.g657650.t1.2	ChCC-v11033015m.g
Cre16.g657700	Cre16.g657700.t1.3	Cre16.g657700.t1.1	ChCC-v11033018m.g
Cre16.g657750	Cre16.g657750.t1.2	Cre16.g657750.t1.2	ChCC-v11033023m.g
Cre16.g657800	Cre16.g657800.t1.3	Cre16.g657800.t1.1	fli.orf.45.g
Cre16.g657850	Cre16.g657850.t1.2	Cre16.g657850.t1.2	ChCC-v11033027m.g
Cre16.g657900	Cre16.g657900.t1.2	Cre16.g657900.t1.2	ChCC-v11033028m.g
Cre16.g657950	Cre16.g657950.t1.3	Cre16.g657950.t1.1	ChCC-v11033029m.g
Cre16.g658000	Cre16.g658000.t1.3	Cre16.g658000.t1.1	ChCC-v11033039m.g
Cre16.g658150	Cre16.g658150.t1.2	Cre16.g658150.t1.2	ChCC-v11033044m.g
Cre16.g658200	Cre16.g658200.t1.3	Cre16.g658200.t1.1	ChCC-v11033046m.g
Cre16.g658250	Cre16.g658250.t1.3	Cre16.g658250.t2.1	ChCC-v11033047m.g
Cre16.g658300	Cre16.g658300.t1.3	Cre16.g658300.t2.1	ChCC-v11033048m.g
Cre16.g658350	Cre16.g658350.t1.3	Cre16.g658350.t1.1	ChCC-v11033050m.g
Cre16.g658400	Cre16.g658400.t1.2	Cre16.g658400.t1.2	ChCC-v11033051m.g
Cre16.g658450	Cre16.g658450.t1.2	Cre16.g658450.t1.2	
Cre16.g658600	Cre16.g658600.t1.1	Cre16.g658600.t1.1	ChCC-v11033055m.g
Cre16.g658650	Cre16.g658650.t1.1	Cre16.g658650.t1.1	ChCC-v11033056m.g
Cre16.g658700	Cre16.g658700.t1.3	Cre16.g658700.t1.1	ChCC-v11033063m.g
Cre16.g658750	Cre16.g658750.t1.3	Cre16.g658750.t1.1	ChCC-v11033065m.g
Cre16.g658775	Cre16.g658782.t1.2	Cre16.g658775.t1.1	
Cre16.g658800	Cre16.g658800.t1.1	Cre16.g658800.t1.1	ChCC-v11033069m.g
Cre16.g658850	Cre16.g658850.t1.1	Cre16.g658850.t1.1	ChCC-v11033071m.g
Cre16.g658900	Cre16.g658900.t1.3	Cre16.g658900.t1.1	
Cre16.g658950	Cre16.g658950.t1.3	Cre16.g658950.t1.1	ChCC-v11033082m.g
Cre16.g659000	Cre16.g659000.t1.3	Cre16.g659000.t1.1	ChCC-v11033083m.g
Cre16.g659050	Cre16.g659050.t1.3	Cre16.g659050.t1.1	ChCC-v11033085m.g
Cre16.g659100	Cre16.g659100.t1.1	Cre16.g659100.t1.1	ChCC-v11033088m.g
Cre16.g659150	Cre16.g659150.t1.1	Cre16.g659150.t1.1	ChCC-v11033090m.g
Cre16.g659200	Cre16.g659200.t1.1	Cre16.g659200.t1.1	ChCC-v11033091m.g
Cre16.g659250	Cre16.g659250.t1.2	Cre16.g659250.t1.2	ChCC-v11033092m.g
Cre16.g659300	Cre16.g659300.t1.1	Cre16.g659300.t1.1	ChCC-v11033095m.g
Cre16.g659350	Cre16.g659350.t1.2	Cre16.g659350.t1.2	ChCC-v11033098m.g
Cre16.g659400	Cre16.g659400.t1.3	Cre16.g659400.t2.1	ChCC-v11033099m.g
Cre16.g659450	Cre16.g659450.t1.2	Cre16.g659450.t1.2	ChCC-v11033104m.g
Cre16.g659500	Cre16.g659500.t1.2	Cre16.g659500.t1.2	ChCC-v11033105m.g
Cre16.g659550	Cre16.g659550.t1.3	Cre16.g659550.t2.1	ChCC-v11033106m.g
Cre16.g659600	Cre16.g659600.t1.3	Cre16.g659600.t1.1	ChCC-v11033107m.g
Cre16.g659700	Cre16.g659700.t1.2	Cre16.g659700.t1.2	ChCC-v11033111m.g
Cre16.g659750	Cre16.g659750.t1.3	Cre16.g659750.t1.1	ChCC-v11033113m.g
Cre16.g659800	Cre16.g659800.t1.2	Cre16.g659800.t1.2	ChCC-v11033114m.g
Cre16.g659850	Cre16.g659850.t1.2	Cre16.g659850.t1.2	ChCC-v11033115m.g
Cre16.g659900	Cre16.g659900.t1.3	Cre16.g659900.t1.1	ChCC-v11033116m.g
Cre16.g659950	Cre16.g659950.t1.1	Cre16.g659950.t1.1	ChCC-v11033119m.g
Cre16.g660000	Cre16.g660000.t1.2	Cre16.g660000.t1.2	ChCC-v11033120m.g
Cre16.g660024	Cre16.g660024.t1.3	Cre16.g660024.t1.1	ChCC-v11033122m.g
Cre16.g660050	Cre16.g660050.t1.3	Cre16.g660050.t1.1	ChCC-v11033124m.g
Cre16.g660100	Cre16.g660100.t1.3	Cre16.g660100.t1.1	ChCC-v11033127m.g
Cre16.g660225	Cre16.g660250.t1.3	Cre16.g660225.t1.1	ChCC-v11033136m.g
Cre16.g660300	Cre16.g660300.t1.2	Cre16.g660300.t1.2	ChCC-v11033137m.g
Cre16.g660331	Cre16.g660331.t1.2	Cre16.g660331.t1.2	ex.Cre16.g660331.t1.2.g
Cre16.g660350	Cre16.g660350.t1.3	Cre16.g660350.t1.1	ChCC-v11033140m.g
Cre16.g660700	Cre16.g660700.t1.2	Cre16.g660700.t1.2	
Cre16.g660750	Cre16.g660750.t1.3	Cre16.g660750.t1.1	ChCC-v11033157m.g
Cre16.g660800	Cre16.g660800.t1.2	Cre16.g660800.t1.2	ChCC-v11033160m.g
Cre16.g660850	Cre16.g660850.t1.2	Cre16.g660850.t1.2	ChCC-v11033164m.g
Cre16.g660900	Cre16.g660900.t1.2	Cre16.g660900.t1.2	ChCC-v11033173m.g
Cre16.g661000	Cre16.g661000.t1.2	Cre16.g661000.t1.2	ChCC-v11033179m.g
Cre16.g661050	Cre16.g661050.t1.2	Cre16.g661050.t1.2	ChCC-v11033180m.g
Cre16.g661100	Cre16.g661100.t1.2	Cre16.g661100.t1.2	ChCC-v11033181m.g
Cre16.g661150	Cre16.g661150.t1.1	Cre16.g661150.t1.1	ChCC-v11033182m.g
Cre16.g661200	Cre16.g661200.t1.2	Cre16.g661200.t1.2	ChCC-v11033183m.g
Cre16.g661250	Cre16.g661250.t1.2	Cre16.g661250.t1.2	ChCC-v11033185m.g
Cre16.g661300	Cre16.g661300.t1.3	Cre16.g661300.t1.1	ChCC-v11033186m.g
Cre16.g661350	Cre16.g661350.t1.2	Cre16.g661350.t1.2	ChCC-v11033187m.g
Cre16.g661400	Cre16.g661400.t1.3	Cre16.g661400.t1.1	ChCC-v11033188m.g
Cre16.g661450	Cre16.g661450.t1.2	Cre16.g661450.t1.2	ChCC-v11033190m.g
Cre16.g661500	Cre16.g661500.t1.2	Cre16.g661500.t1.2	ChCC-v11033193m.g
Cre16.g661550	Cre16.g661550.t1.2	Cre16.g661550.t1.2	ChCC-v11033197m.g
Cre16.g661626	Cre16.g661631.t1.2	Cre16.g661626.t1.2	
Cre16.g661650	Cre16.g661650.t1.3	Cre16.g661650.t1.1	ChCC-v11033207m.g
Cre16.g661700	Cre16.g661700.t1.2	Cre16.g661700.t1.2	ChCC-v11033211m.g
Cre16.g661750	Cre16.g661750.t1.2	Cre16.g661750.t1.2	ChCC-v11033212m.g
Cre16.g661800	Cre16.g661800.t1.2	Cre16.g661800.t1.2	ChCC-v11033214m.g
Cre16.g661850	Cre16.g661850.t1.3	Cre16.g661850.t1.1	ChCC-v11033216m.g
Cre16.g661900	Cre16.g661900.t1.3	Cre16.g661900.t1.1	ChCC-v11033219m.g
Cre16.g661950	Cre16.g661950.t1.2	Cre16.g661950.t1.2	ChCC-v11033221m.g
Cre16.g662000	Cre16.g662000.t1.2	Cre16.g662000.t1.2	ChCC-v11033224m.g
Cre16.g662100	Cre16.g662100.t1.2	Cre16.g662100.t1.2	ChCC-v11033226m.g
Cre16.g662150	Cre16.g662150.t1.2	Cre16.g662150.t1.2	ChCC-v11033227m.g
Cre16.g662200	Cre16.g662200.t1.3	Cre16.g662200.t1.1	ChCC-v11033228m.g
Cre16.g662250	Cre16.g662250.t1.3	Cre16.g662250.t1.1	ChCC-v11033230m.g
Cre16.g662300	Cre16.g662300.t1.2	Cre16.g662300.t1.2	ChCC-v11033232m.g
Cre16.g662350	Cre16.g662350.t1.3	Cre16.g662350.t1.1	ChCC-v11033234m.g
Cre16.g662450	Cre16.g662450.t1.2	Cre16.g662450.t1.2	ChCC-v11033235m.g
Cre16.g662500	Cre16.g662500.t1.2	Cre16.g662500.t1.2	ChCC-v11033236m.g
Cre16.g662550	Cre16.g662550.t1.2	Cre16.g662550.t1.2	ChCC-v11033241m.g
Cre16.g662600	Cre16.g662600.t1.2	Cre16.g662600.t1.2	ChCC-v11033242m.g
Cre16.g662650	Cre16.g662650.t1.3	Cre16.g662650.t1.1	ChCC-v11033244m.g
Cre16.g662750	Cre16.g662750.t1.2	Cre16.g662750.t1.2	ChCC-v11033249m.g
Cre16.g662800	Cre16.g662800.t1.2	Cre16.g662800.t1.2	ChCC-v11033251m.g
Cre16.g662951	Cre16.g662951.t1.2	Cre16.g662951.t1.2	ChCC-v11033257m.g
Cre16.g663000	Cre16.g663000.t1.2	Cre16.g663000.t1.2	ChCC-v11033261m.g
Cre16.g663050	Cre16.g663050.t1.3	Cre16.g663050.t1.1	ChCC-v11033262m.g
Cre16.g663100	Cre16.g663100.t1.1	Cre16.g663100.t1.1	ChCC-v11033263m.g
Cre16.g663150	Cre16.g663150.t1.2	Cre16.g663150.t1.2	ChCC-v11033265m.g
Cre16.g663200	Cre16.g663200.t1.3	Cre16.g663200.t1.1	ChCC-v11033266m.g
Cre16.g663250	Cre16.g663250.t1.3	Cre16.g663250.t1.1	ChCC-v11033273m.g
Cre16.g663315	Cre16.g663300.t1.2	Cre16.g663315.t1.1	ChCC-v11033275m.g
Cre16.g663350	Cre16.g663350.t1.2	Cre16.g663350.t1.2	ChCC-v11033277m.g
Cre16.g663400	Cre16.g663400.t1.2	Cre16.g663400.t1.2	ChCC-v11033280m.g
Cre16.g663450	Cre16.g663450.t1.2	Cre16.g663450.t1.2	ChCC-v11033289m.g
Cre16.g663500	Cre16.g663500.t1.2	Cre16.g663500.t1.2	ChCC-v11033294m.g
Cre16.g663600	Cre16.g663600.t1.2	Cre16.g663600.t1.2	ChCC-v11033299m.g
Cre16.g663650	Cre16.g663650.t1.2	Cre16.g663650.t1.2	ChCC-v11033304m.g
Cre16.g663700	Cre16.g663700.t1.3	Cre16.g663700.t1.1	ChCC-v11033306m.g
Cre16.g663750	Cre16.g663750.t1.3	Cre16.g663750.t1.1	ChCC-v11033307m.g
Cre16.g663800	Cre16.g663800.t1.2	Cre16.g663800.t1.2	ChCC-v11033309m.g
Cre16.g663850	Cre16.g663850.t1.3	Cre16.g663850.t1.1	ChCC-v11033310m.g
Cre16.g663900	Cre16.g663900.t1.2	Cre16.g663900.t1.2	ChCC-v11033314m.g
Cre16.g663950	Cre16.g663950.t1.2	Cre16.g663950.t1.2	ChCC-v11033317m.g
Cre16.g664000	Cre16.g664000.t1.2	Cre16.g664000.t1.2	ChCC-v11033320m.g
Cre16.g664050	Cre16.g664050.t1.2	Cre16.g664050.t2.1	ChCC-v11033322m.g
Cre16.g664100	Cre16.g664100.t1.3	Cre16.g664100.t1.1	ChCC-v11033328m.g
Cre16.g664150	Cre16.g664150.t1.3	Cre16.g664150.t1.1	ChCC-v11033330m.g
Cre16.g664200	Cre16.g664200.t1.3	Cre16.g664200.t1.1	ChCC-v11033334m.g
Cre16.g664250	Cre16.g664250.t1.2	Cre16.g664250.t1.2	ChCC-v11033340m.g
Cre16.g664301	Cre16.g664300.t1.3	Cre16.g664301.t1.1	ChCC-v11033347m.g
Cre16.g664350	Cre16.g664350.t1.2	Cre16.g664350.t1.2	ChCC-v11033348m.g
Cre16.g664400	Cre16.g664400.t1.2	Cre16.g664400.t1.2	ChCC-v11033349m.g
Cre16.g664450	Cre16.g664450.t1.3	Cre16.g664450.t1.1	ChCC-v11033351m.g
Cre16.g664500	Cre16.g664500.t1.2	Cre16.g664500.t2.1	ChCC-v11033353m.g
Cre16.g664550	Cre16.g664550.t1.2	Cre16.g664550.t1.2	ChCC-v11033357m.g
Cre16.g664600	Cre16.g664600.t1.2	Cre16.g664600.t1.2	ChCC-v11033360m.g
Cre16.g664650	Cre16.g664650.t1.2	Cre16.g664650.t1.2	ChCC-v11033361m.g
Cre16.g664700	Cre16.g664700.t1.2	Cre16.g664700.t1.2	ChCC-v11033362m.g
Cre16.g664750	Cre16.g664750.t1.1	Cre16.g664750.t1.1	ChCC-v11033363m.g
Cre16.g664801	Cre16.g664800.t1.2	Cre16.g664801.t1.1	ChCC-v11033364m.g
Cre16.g664850	Cre16.g664850.t1.1	Cre16.g664850.t1.1	ChCC-v11033365m.g
Cre16.g664950	Cre16.g664950.t1.2	Cre16.g664950.t1.1	ChCC-v11033370m.g
Cre16.g665000	Cre16.g665000.t1.2	Cre16.g665000.t1.2	ChCC-v11033371m.g
Cre16.g665050	Cre16.g665050.t1.2	Cre16.g665050.t1.2	ChCC-v11033373m.g
Cre16.g665100	Cre16.g665100.t1.3	Cre16.g665100.t1.1	ChCC-v11033378m.g
Cre16.g665200	Cre16.g665200.t1.2	Cre16.g665200.t1.2	ChCC-v11033380m.g
Cre16.g665250	Cre16.g665250.t1.2	Cre16.g665250.t1.2	ChCC-v11033382m.g
Cre16.g665300	Cre16.g665300.t1.2	Cre16.g665300.t1.2	ChCC-v11033383m.g
Cre16.g665328	Cre16.g665328.t1.1	Cre16.g665328.t1.1	
Cre16.g665364	Cre16.g665350.t1.2	Cre16.g665364.t1.1	ChCC-v11033386m.g
Cre16.g665400	Cre16.g665400.t1.2	Cre16.g665400.t1.2	ChCC-v11033388m.g
Cre16.g665450	Cre16.g665450.t1.3	Cre16.g665450.t1.1	ChCC-v11033389m.g
Cre16.g665500	Cre16.g665500.t1.2	Cre16.g665500.t1.2	ChCC-v11033396m.g
Cre16.g665550	Cre16.g665550.t1.2	Cre16.g665550.t2.1	ChCC-v11033399m.g
Cre16.g665600	Cre16.g665600.t1.2	Cre16.g665600.t1.2	ChCC-v11033400m.g
Cre16.g665650	Cre16.g665650.t1.3	Cre16.g665650.t1.1	ChCC-v11033401m.g
Cre16.g665700	Cre16.g665700.t1.2	Cre16.g665700.t1.2	ChCC-v11033403m.g
Cre16.g665750	Cre16.g665750.t1.2	Cre16.g665750.t1.2	ChCC-v11033405m.g
Cre16.g665800	Cre16.g665800.t1.2	Cre16.g665800.t1.2	ChCC-v11033406m.g
Cre16.g665850	Cre16.g665850.t1.3	Cre16.g665850.t1.1	ChCC-v11033408m.g
Cre16.g665900	Cre16.g665900.t1.3	Cre16.g665900.t1.1	ChCC-v11033411m.g
Cre16.g665950	Cre16.g665950.t1.3	Cre16.g665950.t1.1	ChCC-v11033415m.g
Cre16.g666000	Cre16.g666000.t1.3	Cre16.g666000.t1.1	ChCC-v11033417m.g
Cre16.g666050	Cre16.g666050.t1.2	Cre16.g666050.t1.2	ChCC-v11033422m.g
Cre16.g666100	Cre16.g666100.t1.2	Cre16.g666100.t1.2	ChCC-v11033425m.g
Cre16.g666150	Cre16.g666150.t1.2	Cre16.g666150.t1.2	ChCC-v11033431m.g
Cre16.g666200	Cre16.g666200.t1.2	Cre16.g666200.t1.2	ChCC-v11033433m.g
Cre16.g666300	Cre16.g666300.t1.3	Cre16.g666300.t1.1	ChCC-v11033438m.g
Cre16.g666301	Cre16.g666301.t1.2	Cre16.g666301.t1.2	ChCC-v11033442m.g
Cre16.g666302	Cre16.g666302.t1.2	Cre16.g666302.t1.2	
Cre16.g666400	Cre16.g666400.t1.3	Cre16.g666400.t1.1	ChCC-v11033451m.g
Cre16.g666334	Cre16.g666450.t1.3	Cre16.g666334.t3.1	ChCC-v11033443m.g
Cre16.g666500	Cre16.g666500.t1.2	Cre16.g666500.t1.2	ChCC-v11033454m.g
